ID,score,COLPREP,DIS_COH,LOGDTA,LOGDTU,NSQG,NSQM,NSQU,NWF_MEDIAN,SVF,WORDLN_2
179,2,0.581293762,0.525797557,3.542166325,3.17805383,-0.160935391,-0.208388613,-0.098235334,-56.81215044,4.009047839,5.006031363
180,1,0.673807384,0.453765264,3.390024081,1.098612289,-0.19244769,-0.237022732,-0.105999788,-57.35986031,2.087511819,5.134831461
181,1,0.562263083,-0.08176194,3.921973336,0.693147181,-0.201301904,-0.099503719,0,-64.30160855,2.366749051,4.207920792
182,3,0.663110688,0.229971001,4.083171262,2.197224577,-0.147610125,-0.061199006,0,-55.51715817,3.427639359,5.073033708
183,3,0.59858025,-1.729700613,4.360973225,2.48490665,-0.120399767,-0.092253121,-0.092253121,-61.91009283,4.266859777,4.443617021
184,3,0.684378066,0.390665486,4.566948973,1.386294361,-0.143839129,-0.101929438,-0.072074997,-57.71715473,3.80382432,4.919480519
185,2,0.459414141,-0.560621401,3.583518938,2.302585093,-0.124622734,-0.129099445,-0.105409255,-67.89197585,2.890355809,3.988888889
186,3,0.577695489,-1.146153222,4.353855758,2.197224577,-0.127283191,-0.1,-0.065465367,-67.44606704,3.38512908,3.938571429
187,1,0.70685907,0.256760469,4.753590191,1.098612289,-0.135950809,-0.177789751,-0.131306433,-56.23192999,2.96452454,4.738505747
188,2,0.806945022,0.148456006,3.650658241,1.791759469,-0.136723709,-0.065795169,0,-60.64090215,3.104025571,4.683982684
189,3,0.519885709,-0.207769116,4.069026754,2.079441542,-0.136254359,-0.080064077,-0.046225016,-63.51046403,3.014926578,4.594017094
190,3,0.58127853,-0.840635437,4.674696249,1.609437912,-0.140029843,-0.096583426,-0.086386843,-62.49070432,3.996307277,4.673507463
191,2,0.587875,-1.364238682,3.33220451,1.098612289,-0.202010346,-0.3086067,-0.109108945,-67.61072132,2.304814546,4.011904762
192,2,0.727079295,0.23515879,3.815512105,1.609437912,-0.158723781,0,0,-59.57359487,3.266850308,4.810572687
193,2,0.509324231,-0.818965636,4.357776632,2.48490665,-0.130667206,-0.142399021,-0.103307108,-61.6122701,4.403371828,4.566702241
194,1,0.482644984,-0.055939766,3.814961293,2.079441542,-0.180372454,-0.181818182,-0.148453924,-67.93594937,3.304248401,3.515151515
195,4,0.685010217,-0.729903204,3.879844107,2.48490665,-0.129260653,-0.11734293,-0.058671465,-66.23179925,3.743841047,4.409638554
196,3,0.516542125,-0.237978538,3.737669618,1.945910149,-0.14308955,-0.058321184,-0.08247861,-65.77012577,3.316179653,4.353741497
197,2,0.558463515,-0.247201533,3.89436807,2.079441542,-0.14390091,-0.123560413,-0.087370406,-60.15432301,3.040960277,4.748091603
198,3,0.637800386,-0.346051324,4.378896742,2.48490665,-0.141573308,-0.140903192,-0.055989251,-57.19679009,4.381215806,5.171368861
199,2,0.511669163,0.012347034,3.811097087,1.609437912,-0.169450436,-0.297482059,-0.094072087,-63.92153733,2.607348322,4.747787611
200,2,0.591270144,-0.22969037,3.811097087,1.609437912,-0.140114519,-0.188144174,-0.115214306,-55.28452041,3.407001882,5.14159292
201,1,0.332666667,-1.10034316,3.106080331,1.098612289,-0.223536601,-0.122169444,0,-66.46240451,2.433460775,4.388059701
202,2,0.639114153,-0.463980889,3.713572067,2.708050201,-0.129323328,-0.127515343,-0.06984303,-62.47712048,4.079619465,4.417886179
203,1,0.439133333,0.016226099,3.401197382,1.609437912,-0.203765541,-0.081649658,-0.115470054,-57.11543291,2.959346173,4.946666667
204,4,0.653918029,-0.172465708,3.769621218,2.397895273,-0.111269986,-0.158610317,-0.079305159,-55.16578542,3.471644285,4.744234801
205,3,0.507371517,-0.878223912,4.730333329,1.791759469,-0.137582376,-0.195538472,-0.038348249,-60.92564212,3.580666851,4.572058824
206,3,0.741658872,0.216237083,4.022797411,1.945910149,-0.160089567,-0.087593574,-0.050572174,-59.46195884,4.480428948,5.189258312
207,2,0.570997608,-1.347350987,4.604058457,2.197224577,-0.140755982,-0.137513272,-0.057767129,-64.28511544,3.801332173,4.397107898
208,2,0.599889047,-0.638237582,4.241326753,2.302585093,-0.107668607,-0.053644178,-0.037932162,-60.41400998,3.78090766,4.758273381
209,2,0.660925466,0.141271005,3.605497845,2.302585093,-0.125856324,-0.052128604,-0.073720978,-56.90808854,3.996498683,4.980978261
210,1,0.633502131,0.081405984,3.48380091,2.48490665,-0.179809722,-0.123876021,-0.087593574,-60.64090215,3.857417017,6
211,3,0.65660261,0.746038155,4.143134726,2.397895273,-0.146466121,-0.189934294,0,-56.77661129,4.405848135,6.313131313
212,3,0.591707193,-0.605555901,3.504054767,2.772588722,-0.117372858,-0.061313934,-0.043355498,-64.2235846,3.200634505,4.394736842
213,2,0.607709205,-0.148359828,3.936018511,2.63905733,-0.14693522,-0.17910361,-0.083507489,-61.60179338,4.255574941,4.539748954
214,2,0.610258561,-0.067464495,3.580040674,2.079441542,-0.162402236,-0.118056267,-0.131990919,-59.31848987,3.705702096,4.56097561
215,2,0.348434109,-2.085646843,2.662587827,1.098612289,-0.292433255,-0.15249857,-0.15249857,-61.62296285,1.99702243,4.837209302
216,1,0.579959253,-0.454140748,3.573047639,2.772588722,-0.148951946,-0.191942974,-0.083770782,-58.53554093,4.041999433,4.322807018
217,1,0.303545679,-0.905576509,3.701301974,0.693147181,-0.210179183,-0.248451997,0,-67.96477189,1.982301765,3.925925926
218,3,0.563409006,-0.550531476,3.688879454,2.564949357,-0.12703043,-0.075955453,-0.087705802,-66.84093895,2.999311471,4.194230769
219,1,0.490289437,0.130570778,3.948836979,2.079441542,-0.154866282,-0.17004606,-0.129874824,-62.81464691,3.742685956,4.41686747
220,1,0.653002168,-0.89909244,4.342361378,2.197224577,-0.120333739,-0.065842692,-0.076028592,-61.52175364,3.484543565,4.336705202
221,3,0.617235577,-0.065896292,3.614771482,1.945910149,-0.19103046,-0.186052102,-0.107417231,-64.20622881,2.878920333,4.511538462
222,1,0.633423291,-0.157740296,3.343419581,2.944438979,-0.174555808,-0.232170941,-0.074674013,-58.35990578,4.070759181,4.908921933
223,3,0.526387278,0.972397275,4.031286426,2.48490665,-0.164100799,-0.121626064,-0.086002615,-56.85053464,3.875009484,5.798816568
224,2,0.58294999,0.062044755,3.974997805,2.079441542,-0.183310517,-0.12818707,-0.048450158,-60.39778517,4.315168098,5.124413146
225,2,0.453559962,0.286739974,3.991296186,2.079441542,-0.121223574,-0.117714965,-0.151969366,-57.54340397,4.352963949,5.009237875
226,0,0.123258065,-0.859690148,2.740840024,0.693147181,-0.288730719,-0.179605302,0,-64.9802736,2.562465749,4.741935484
227,4,0.657646725,-0.134372339,4.283586562,2.48490665,-0.140670291,-0.06780635,-0.04794633,-59.47133416,4.49183777,4.798850575
228,3,0.431022928,-0.632488283,4.037774211,2.302585093,-0.131609017,-0.1028689,-0.083992105,-65.00479899,2.442442728,4.148148148
229,2,0.653130608,0.221620628,3.815173179,2.564949357,-0.161200943,-0.169745572,-0.130188911,-58.50597279,3.945209205,5.072881356
230,1,0.727952381,0.133374207,3.737669618,1.386294361,-0.186241726,-0.133630621,0,-67.69965538,2.051574374,4.363095238
231,2,0.428217391,-0.271454612,3.423176288,1.098612289,-0.197765418,0,0,-50.15412783,2.980132685,5.586956522
232,2,0.084411765,-1.493151381,3.526360525,0,-0.300726041,-0.297044263,-0.171498585,-61.61847435,1.807637548,4.911764706
233,2,0.362326087,-0.35748748,3.976561527,1.791759469,-0.120451126,-0.147901995,-0.079056942,-65.04411013,3.163948236,4.428125
234,2,0.585543794,0.044365546,4.311757439,1.945910149,-0.112642769,-0.107211253,-0.115801389,-58.16098976,3.931119103,4.563218391
235,3,0.572185954,-0.474113939,4.119037175,2.079441542,-0.113418222,-0.090166963,-0.063757671,-63.12071494,3.233095753,4.611788618
236,1,0.527279748,-0.573921563,4.80947065,1.791759469,-0.118832925,-0.122252412,-0.097523687,-61.00065363,4.132403793,4.389945652
237,2,0.621627193,0.24024758,3.947741088,2.397895273,-0.135138993,-0.059234888,-0.093658581,-58.34175915,3.671583915,5.298245614
238,2,0.610403888,0.2601381,4.019381524,2.708050201,-0.179833144,-0.165966594,-0.077382323,-60.16611537,4.356630558,5.281437126
239,1,0.636821281,-0.239950895,3.669951444,2.079441542,-0.184707903,-0.138232703,-0.056433265,-63.63428706,3.662290993,4.668789809
240,1,0.577211712,-0.065829792,3.456767233,1.945910149,-0.17273006,-0.116247639,-0.067115606,-61.79126211,3.212092347,4.612612613
241,2,0.585986395,-0.82673161,4.201975226,2.397895273,-0.12840803,-0.104328106,-0.110656667,-62.59545407,4.155518221,4.614965986
242,2,0.529722677,-0.080827992,4.204692619,2.302585093,-0.143376916,-0.19699231,0,-60.22594568,3.993548064,4.853731343
243,2,0.620448885,-0.067235754,4.319909422,2.397895273,-0.150107541,-0.151573768,-0.077755702,-58.20895815,4.083337384,4.911729141
244,2,0.560610093,-0.719397789,3.995576028,2.63905733,-0.132759832,-0.125573585,-0.072499943,-61.21943637,3.955722597,4.650459921
245,3,0.580353952,-0.863945523,4.577284982,2.079441542,-0.113832716,-0.156274098,-0.09485478,-62.34800967,4.074110607,4.485861183
246,1,0.522121212,-0.101010885,3.314186005,1.386294361,-0.187252737,-0.269679945,0,-56.34201024,2.812431855,5.3
247,2,0.593450548,-1.328482041,4.198454296,2.48490665,-0.122799728,-0.132370323,0,-61.59101093,4.337091659,4.683354193
248,3,0.548836481,-0.904909904,3.553441483,2.708050201,-0.12759732,-0.151329982,0,-61.35513272,3.860873035,4.889312977
249,1,0.684029222,-0.597192577,3.983413002,2.302585093,-0.140363107,-0.192986911,-0.167131568,-62.0782404,3.873199828,4.450651769
250,2,0.742223764,-0.362328786,3.715602524,2.48490665,-0.140375649,-0.142421823,-0.09007547,-64.67110277,3.488321087,4.419878296
251,1,0.810364972,-0.487404047,3.672072336,1.098612289,-0.173076828,-0.092057462,0,-55.84563036,3.346340975,5.279661017
252,1,0.477179719,-0.719693137,3.502549876,1.609437912,-0.213171022,-0.21952852,-0.155230105,-64.08650712,3.152712103,4.71686747
253,2,0.5981933,-0.044348467,2.990719732,2.302585093,-0.172969545,-0.070888121,-0.122781826,-57.05696115,3.36943542,4.798994975
254,2,0.66689758,-0.010199503,3.409496184,2.079441542,-0.123303812,-0.090909091,-0.111340443,-55.57860532,3.611211199,5.198347107
255,3,0.551979342,-0.228236454,3.862832761,2.302585093,-0.13535441,-0.079388419,-0.102490008,-61.00065363,3.199125631,4.556722689
256,3,0.641685633,-0.037165912,3.898599985,2.197224577,-0.131954303,-0.171111891,0,-64.10047387,3.557803502,4.628378378
257,1,0.651834457,0.322877221,3.810359352,1.791759469,-0.150726388,-0.242982696,-0.085907356,-57.11896791,3.930456411,4.84501845
258,3,0.590328052,-0.515759785,3.895524006,2.397895273,-0.094040528,-0.085986716,-0.06080179,-62.93888922,4.052310632,4.502772643
259,2,0.596757873,-0.70881413,4.065134184,2.397895273,-0.131729518,-0.172166157,-0.078995251,-60.39252262,4.290780784,4.628705148
260,3,0.619204994,-0.971680998,3.519416052,2.833213344,-0.152178267,-0.110431526,-0.072294404,-60.22594568,4.192636112,4.970383275
261,2,0.704398386,0.007469744,3.780394563,2.48490665,-0.134718265,-0.097497197,-0.075521004,-53.32442579,4.338045408,5.186311787
262,3,0.451410651,-0.460887614,4.262679877,1.386294361,-0.16744545,-0.145350475,-0.083918136,-62.17429863,3.663034058,4.450704225
263,2,0.70005787,0.225064682,3.753417975,1.791759469,-0.16631411,-0.153093109,-0.088388348,-57.1547447,3.448193499,5.23046875
264,2,0.652091306,-0.594852751,4.311917068,2.48490665,-0.141157771,-0.137820221,-0.047271946,-58.86982818,4.227173956,5.041340782
265,2,0.58025949,-0.415351978,6.035481433,0,-0.079477342,-0.048911599,-0.048911599,-65.12657126,3.677696501,4.275119617
266,1,0.598421053,0.268601573,3.126760536,1.609437912,-0.232132883,-0.187317162,-0.093658581,-59.78648486,2.744398824,4.394736842
267,1,0.624142014,-0.673177597,4.170962609,2.197224577,-0.113187475,-0.124247305,-0.071734215,-66.21806227,3.347068258,4.483704974
268,2,0.458187831,-0.561602131,3.737669618,2.197224577,-0.140309824,-0.170588772,-0.072739297,-60.39252262,4.130266883,4.706349206
269,3,0.612398199,-0.95948124,4.47607339,2.197224577,-0.151788423,-0.079505424,-0.071111813,-59.72627148,4.321066828,5.001264223
270,3,0.729039216,-0.63701012,4.787491743,1.609437912,-0.122944232,-0.081649658,-0.040824829,-62.06370268,4.207275916,4.686666667
271,3,0.706633437,-1.356349048,4.16018432,2.48490665,-0.118355623,-0.095408232,-0.072121845,-64.34209213,4.020022455,4.516254876
272,2,0.640729178,1.011122198,4.131523565,2.397895273,-0.17505769,-0.114624108,-0.054034323,-56.23842014,4.366040525,6.213138686
273,2,0.718875376,-0.136494202,3.717996853,2.397895273,-0.1465548,-0.239572835,-0.046984099,-54.02518108,4.188659247,5.324503311
274,2,0.727372054,0.168038317,3.90197267,1.791759469,-0.143402736,-0.100503782,0,-68.40764495,2.631812913,3.821548822
275,0,0.506428571,-0.566183195,2.63905733,1.386294361,-0.250781357,-0.133630621,0,-65.77012577,2.040164336,4.607142857
276,0,0.71425,-0.606358471,2.772588722,1.609437912,-0.306886517,-0.193649167,-0.223606798,-54.11827646,2.826914499,5.675
277,2,0.598710145,-0.393081629,4.051784948,2.48490665,-0.114596898,-0.114208048,-0.065938047,-61.18496183,3.766606436,4.614492754
278,4,0.642648894,-0.794064575,4.099332104,2.302585093,-0.142118721,-0.057591228,-0.081446296,-63.41417029,3.713730217,4.713101161
279,2,0.673937432,-0.115160486,4.481460532,2.397895273,-0.095440146,-0.10638079,-0.071721914,-57.32942873,4.086411903,4.87037037
280,3,0.606759576,-1.138506764,4.051784948,2.48490665,-0.108205571,-0.178561076,-0.038069349,-59.6621506,4.589179626,5.042028986
281,2,0.756303575,-0.291197188,4.372607413,1.386294361,-0.106106719,0,0,-61.23414983,3.723679036,4.630914826
282,2,0.622717397,-0.018827089,3.698829785,2.302585093,-0.135103283,-0.12186667,-0.070359754,-57.19679009,3.659452517,5.45049505
283,2,0.640339075,0.497284015,3.967384935,2.564949357,-0.170181415,-0.178950523,-0.100941709,-58.33624426,3.99487841,5.119359534
284,2,0.678514007,0.410673245,4.155404819,2.197224577,-0.134544574,-0.191273014,-0.072294404,-56.94591056,3.716723141,4.820557491
285,3,0.683288732,-0.709359151,5.192956851,1.386294361,-0.119908155,0,-0.0372678,-65.17517538,4.05054475,4.233333333
286,2,0.570264641,-1.290477817,4.50313746,2.302585093,-0.108867029,-0.066555833,-0.057639042,-61.0281929,3.772192915,4.764119601
287,3,0.731660465,0.118423825,3.984343667,1.386294361,-0.132212851,-0.136398868,0,-65.1861441,3.02512939,4.595348837
288,1,0.587789527,-0.505146364,4.18289796,2.197224577,-0.129101393,-0.142614807,-0.082338697,-56.21455818,4.150211993,4.837288136
289,2,0.488593367,-1.575113436,4.33073334,2.302585093,-0.113571048,-0.088852332,-0.081110711,-67.87105937,3.685988828,3.997368421
290,2,0.733044831,0.21356933,4.005057871,2.079441542,-0.126814915,-0.106721702,-0.082666275,-59.62912591,4.38238041,4.646924829
291,3,0.586693651,-0.078974339,3.449987546,2.302585093,-0.126364833,-0.056343617,-0.079681907,-67.32816365,2.825134612,4.092063492
292,4,0.572556815,-1.421594495,4.527980547,1.945910149,-0.133685284,-0.124225999,-0.068041382,-67.45868412,3.545728842,4.236111111
293,3,0.601504521,-0.403710093,3.858622229,2.302585093,-0.166282985,-0.159111457,-0.06495698,-60.61500017,3.641211152,4.793248945
294,3,0.659654959,0.766767281,4.477336814,2.397895273,-0.140627898,-0.115886807,-0.090909091,-57.44996152,4.461300894,5.166322314
295,1,0.02173913,-0.008196589,2.730029108,1.098612289,-0.224449405,-0.147441956,0,-60.47167292,2.757273488,4.5
296,3,0.648749456,-0.196723496,4.305565469,2.197224577,-0.138491895,-0.086580898,-0.1024439,-64.16499515,3.783256151,4.313343328
297,3,0.578535256,-1.087651137,4.158883083,2.48490665,-0.128984041,-0.088388348,-0.036084392,-63.93557437,4.265334285,4.440104167
298,2,0.63234668,0.217676097,4.011365449,2.197224577,-0.21378534,-0.195523339,-0.089712261,-60.8609388,4.117926803,5.716297787
299,3,0.583543647,0.165460027,4.166665224,1.386294361,-0.185186284,-0.164717282,-0.15249857,-53.97560639,3.507499344,6.600775194
300,2,0.606201575,0.092720361,3.751854253,2.302585093,-0.192955066,-0.12818707,-0.153212853,-56.91828931,3.716401226,5.147887324
301,1,0.479504762,0.02985286,3.737669618,1.386294361,-0.211438054,-0.204124145,-0.109108945,-61.61839119,3.026343331,4.916666667
302,2,0.564315271,-1.118170523,3.144152279,2.995732274,-0.133682449,-0.185695338,-0.08040844,-68.28132409,3.720549818,3.905172414
303,2,0.502979907,-0.86745213,3.804808921,2.48490665,-0.105346752,-0.136208941,-0.086146098,-63.93557437,3.747351708,4.441558442
304,2,0.573946611,-0.275052103,3.600731067,2.079441542,-0.152030475,-0.058420624,-0.101187489,-67.67605069,3.394439995,4.054607509
305,3,0.670593407,0.058758798,3.085344432,2.772588722,-0.155787605,-0.169030851,-0.075592895,-58.30363327,3.705109442,6.182857143
306,3,0.428289377,-0.516529976,3.530030254,2.079441542,-0.146604293,-0.060522753,-0.060522753,-63.60559084,3.140062211,4.424908425
307,1,0.543542748,-0.341147518,3.857214769,2.197224577,-0.207621329,-0.118678166,-0.096900317,-65.80296396,2.738925581,4.030516432
308,4,0.684935517,-1.064611766,4.065134184,2.397895273,-0.131923831,-0.096749028,-0.088319375,-65.68234061,3.468611401,4.126365055
309,3,0.654910116,-0.127077868,4.688285093,1.791759469,-0.116270606,-0.117489067,-0.055384878,-54.17101975,4.093543604,5.484662577
310,3,0.543494419,-0.092102818,3.917010547,2.48490665,-0.136068497,-0.115182457,-0.057591228,-59.43566884,4.2883856,4.817578773
311,3,0.631015615,-0.642249655,4.587878689,1.945910149,-0.13519176,-0.085249292,-0.066033818,-62.71414125,4.60489833,4.598837209
312,3,0.675230721,-0.437461059,3.917010547,2.079441542,-0.144937924,-0.086386843,-0.086386843,-66.46240451,3.699348201,4.475124378
313,3,0.653555598,-0.509280405,4.034240638,2.48490665,-0.104378869,-0.094072087,-0.085875673,-56.45943497,3.983454018,4.666666667
314,2,0.627811111,-0.61109737,4.227875955,1.945910149,-0.127829364,-0.079056942,-0.045643546,-66.86026412,3.118075036,4.020833333
315,2,0.623233561,-0.372358089,4.062009182,2.397895273,-0.123861961,-0.137037742,0,-65.33780953,3.52992335,4.341158059
316,2,0.651211214,-0.535410216,4.341441355,2.397895273,-0.107390823,-0.068802092,-0.091016612,-57.62881177,4.547948706,4.959763314
317,2,0.508019616,-0.439435395,4.427836171,1.386294361,-0.174720504,0,-0.054635836,-58.51679989,4.090304523,4.943283582
318,2,0.628186323,-0.441797131,4.613882127,2.079441542,-0.138709908,-0.140806669,-0.086226123,-60.09991888,4.312922889,5.109045849
319,2,0.614912025,-0.352990486,3.852803646,2.079441542,-0.1333346,-0.212350743,-0.103005241,-58.18347855,4.126755503,4.864721485
320,1,0.635400324,-0.071376615,3.430756184,2.302585093,-0.127118632,-0.113776025,-0.080451799,-64.26184331,2.093425731,4.194174757
321,1,0.877885281,0.067443884,3.90197267,2.302585093,-0.183764168,-0.127128345,-0.077849894,-58.54714249,4.248635101,5.218181818
322,4,0.594613846,-0.425893511,3.668676747,2.708050201,-0.119928148,-0.193429486,-0.08247861,-59.77722959,4.06106464,4.836734694
323,2,0.616024649,-0.421393646,3.694419634,2.197224577,-0.137663123,-0.157676499,-0.091034569,-59.48251233,4.145561013,4.837016575
324,2,0.449485863,-1.483869858,4.112363068,2.397895273,-0.116975636,-0.115727512,0,-61.34047733,3.878360567,4.669642857
325,2,0.62214539,-0.22946225,3.157000421,1.791759469,-0.171356241,-0.119098267,0,-60.71906517,3.107450109,4.716312057
326,2,0.517870963,0.38234909,3.919685878,2.564949357,-0.185436065,-0.174740811,-0.078146467,-58.59477885,4.064601035,5.167938931
327,3,0.583828888,-0.647581463,4.213361404,2.48490665,-0.131947117,-0.111042587,-0.06082053,-64.26862233,3.037993244,4.244143033
328,2,0.512634928,-0.610846791,4.257973986,1.791759469,-0.100119203,-0.118957738,-0.097128586,-56.14117241,3.698578026,4.485849057
329,2,0.454964286,-0.963618022,4.430816799,0,-0.255310361,-0.243975018,0,-57.6282736,2.026470543,4.416666667
330,3,0.580495527,-1.581736732,4.063480988,2.833213344,-0.128297426,-0.14571743,-0.055076011,-63.58575662,3.6791589,4.448938322
331,1,0.50237694,-0.411827292,3.308106959,1.791759469,-0.170441342,-0.206598468,0,-59.874283,3.677586895,4.981707317
332,3,0.610248128,-1.007135222,4.223700583,2.63905733,-0.101046208,-0.064684623,-0.072319607,-64.80902574,3.561162107,4.341004184
333,2,0.505940144,-0.559409618,4.148411783,2.48490665,-0.123329285,-0.166227492,-0.120306626,-58.03851282,3.943791276,4.798684211
334,2,0.579259808,-0.82864687,3.54207353,2.564949357,-0.141910694,-0.115598568,-0.066740864,-63.35699134,4.248646189,4.708240535
335,3,0.617825343,-0.747062883,4.447053318,2.079441542,-0.128884042,-0.153055746,-0.038263937,-65.72898357,3.857616216,4.254758419
336,2,0.602280184,0.098491632,3.48999288,2.63905733,-0.135542754,-0.168292721,-0.093352006,-59.0923063,4.069774502,4.60130719
337,4,0.638787879,-0.962994908,3.976080642,2.564949357,-0.110965798,-0.131590339,-0.037986859,-66.36665837,3.708196995,4.334776335
338,3,0.500275862,-0.116674258,3.688879454,2.302585093,-0.179011878,-0.15,-0.1,-65.24291885,3.760067814,4.3525
339,3,0.610769006,-0.339426477,4.33073334,1.098612289,-0.172117063,-0.288675135,0,-56.81488841,3.972414975,4.807017544
340,2,0.47263675,-0.342717798,3.819542153,2.48490665,-0.150243409,-0.113124157,-0.060467406,-61.39523477,3.546687674,4.391224863
341,3,0.617758333,-0.298423638,4.094344562,2.079441542,-0.159847526,-0.136930639,-0.064549722,-65.57928191,4.055239911,4.41875
342,2,0.745692308,0.160159615,2.839386203,2.944438979,-0.156796278,-0.271746488,-0.110940039,-64.43977071,4.468455364,4.544615385
343,3,0.691570988,-0.736929381,3.987299126,2.397895273,-0.102400474,-0.129859179,-0.071126802,-57.69434536,4.216384114,5.008431703
344,2,0.684454502,-0.905980335,4.270862272,2.48490665,-0.137259306,-0.15258731,-0.076293655,-62.20988139,4.133571023,4.803259604
345,2,0.6826625,-0.494703409,4.158883083,0.693147181,-0.128778445,-0.088388348,0,-66.46240451,2.765133559,4.15625
346,1,0.59397028,0.258259366,4.276666119,1.945910149,-0.12985314,-0.140859042,-0.125988158,-60.18330786,3.600799347,4.376984127
347,2,0.644155594,-0.384414297,3.951243719,2.397895273,-0.140690509,-0.093494699,0,-57.38000217,3.995625361,5.76048951
348,2,0.544373365,0.267062259,3.964615456,2.302585093,-0.169340595,-0.115250737,-0.075449318,-57.04851349,4.010257979,5.605313093
349,3,0.69160394,0.021441522,4.244591529,2.397895273,-0.12187037,-0.088445948,-0.051064292,-57.69812662,3.993412002,4.973924381
350,3,0.622530005,-0.722436152,4.483516031,2.397895273,-0.138810985,-0.139668131,-0.064084134,-58.91293066,4.429052152,5.058521561
351,3,0.561563988,-0.440737187,3.737669618,2.302585093,-0.141525621,-0.109108945,-0.109108945,-63.89241865,3.938011434,4.633333333
352,3,0.714897935,-0.178732919,3.934273614,2.079441542,-0.127379483,-0.098893635,0,-55.75318867,3.755106747,5.224938875
353,2,0.546158944,-1.251359442,5.702114418,0.693147181,-0.13452664,-0.070769677,-0.0577832,-66.22884674,3.787469989,4.160267112
354,2,0.56163412,-0.194849154,4.281703913,2.397895273,-0.141911803,-0.141776241,-0.070888121,-59.56991209,4.389874287,4.68718593
355,2,0.637497986,0.100949767,3.55296427,2.48490665,-0.150480348,-0.162027724,-0.109239069,-59.24968812,3.568067056,4.892601432
